Id,Empirical research specificity,Word / Pattern,Category name,Subitem category (functional role of sentence ( flow logic),Sensitivity to Additional Parameter,Sensitivity to Additional Parameter,Subitem category (functional role of sentence              ( flow logic),Sensitivity to Additional Parameter,Weight - TBD by Machine,Category number,Status,MarkerTypeId,comment,Description
3423,,brings on,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3691,,broad,core/salient,,,,,,,6,1,13,,NULL
3692,,broad definition,core/salient,,,,,,,6,1,13,,NULL
Sep13,,Broadened,core/salient,,,,,,,6,,,,
7000,,broader,core/salient,,,,,,,6,1,6,,NULL
Sep13,,broader view,core/salient,,,,,,,6,,,,
305,,broadly,core/salient,,,,,,,6,1,6,,NULL
Sep13,,broadly divided,core/salient,,,,,,,6,,,,
5954,,broken,core/salient,,,,,,,6,1,6,,NULL
3424,,brought about,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3425,,brought on,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
Sep13,,buffer,core/salient,,,,,,,6,,,,
307,,build,core/salient,,,,,,,6,0,6,,NULL
7972,,build on,core/salient,,,,,,,6,1,6,,NULL
309,,building block,core/salient,,,,,,,6,1,6,,NULL
7971,,builds on,core/salient,,,,,,,6,1,6,,NULL
306,,built,core/salient,,,,,,,6,0,6,,NULL
Sep13,,bulk,core/salient,,,,,,,6,,,,
310,,but,change in direction,,,,,,,16,1,16,NULL,NULL
6912,,but also,core/salient,,,,,,,6,1,6,,NULL
3693,,but at the same time,change in direction,,,,,,,16,1,16,NULL,NULL
312,,but might equally,change in direction,,,,,,,16,1,16,NULL,NULL
4394,,but nonetheless,change in direction,,,,,,,16,1,16,NULL,NULL
314,,but not,core/salient,,,,,,,6,1,6,,NULL
Sep13,,but not limited to,core/salient,,,,,,,6,,,,
4393,,but on closer examination,change in direction,,,,,,,16,1,16,NULL,NULL
319,,but rather,core/salient,,,,,,,6,1,13,,NULL
6142,,but see,change in direction,,,,,,,16,1,16,NULL,but see *
Sep13,,but then,change in direction,,,,,,,16,,,,
Sep13,,but then again,change in direction,,,,,,,16,,,,
Sep13,,by allowing,core/salient,,,,,,,6,,,,
Sep13,,by analyzing,core/salient,,,,,,,6,,,,
Sep13,,by and large,core/salient,,,,,,,6,,,,
322,,by chance,core/salient,,,,,,,6,1,6,,NULL
Sep13,,by comparison,comparison,,,,,,,17,,,,
Sep13,,by contrast,contrast,,,,,,,17,,,,
323,,by experts,core/salient,,,,,,,6,0,6,,NULL
324,,by far,core/salient,,,,,,,6,1,6,,NULL
154,,by far the most,attention flagger,,,,,,,29,1,6,,NULL
325,,by means of,core/salient,,,,,,,6,0,6,,NULL
4756,,by means of which,explanations / definitions,,,,,,,20,1,20,NULL,NULL
3787,,by no means,core/salient,,,,,,,6,1,6,,NULL
Sep13,,by no means certain,core/salient,,,,,,,6,,,,
3785,,by no means certain that,core/salient,,,,,,,6,1,13,,NULL
Sep13,,by providing,core/salient,,,,,,,6,,,,
Sep13,,by that time,time/sequence,,,,,,,12,,,,
3562,,by the end of,time/sequence,,,,,,,12,1,12,NULL,NULL
Sep13,,by the same,core/salient,,,,,,,6,,,,
Sep13,,by the time,time/sequence,,,,,,,12,,,,
Sep13,,by then,time/sequence,,,,,,,12,,,,
4757,,by which,explanations / definitions,,,,,,,20,1,20,NULL,NULL
328,,calculate,core/salient,,,,,,,6,0,6,,NULL
Sep13,,calculated,core/salient,,,,,,,6,,,,
5511,,calculated from,core/salient,,,,,,,6,1,6,,calculated from
5698,,calculated within,core/salient,,,,,,,6,1,6,,NULL
5544,,calculating,core/salient,,,,,,,6,0,6,,NULL
329,,calculation,core/salient,,,,,,,6,1,6,,calculation%
,,biases,core/salient,,,,,,,6,,,,
6346,,call into question,problem statement,,if in intro,,,,,30,1,16,NULL,NULL
4710,,call this,explanations / definitions,,,,,,,20,1,20,NULL,call% this
4758,,called,explanations / definitions,,,,,,,20,1,20,NULL,NULL
6123,,call into question,change in direction,,,,,,,16,1,16,NULL,NULL
3427,,came from,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
4942,,came to the conclusion that,conclusion,conclusion,,,,,,21,1,21,NULL,NULL
330,,can,core/salient,,,,,,,6,1,13,,NULL
331,,can be,core/salient,,,,,,,6,1,13,,NULL
Sep13,,can be a challenging,core/salient,,,,,,,6,,,,
Sep13,,can be adapted,core/salient,,,,,,,6,,,,
4914,,can be applied to,conclusion,,,,,,,21,1,21,NULL,* be applied to
4598,,can be argued that,core/salient,,,,,,,6,1,6,,NULL
3429,,can be ascribed to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* be ascribed to
3430,,can be attributed to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* be attributed to
5592,,can be concluded,conclusion,,,,,,,21,1,21,NULL,NULL
1404,,can be concluded that,conclusion,,,,,,,21,1,21,NULL,* be concluded that
4759,,can be considered as,explanations / definitions,,,,,,,20,1,20,NULL,NULL
333,,can be controlled,core/salient,,,,,,,6,1,6,,NULL
334,,can be controlled by,core/salient,,,,,,,6,1,6,,NULL
4895,,can be criticized,conclusion,,,,,,,21,1,21,NULL,* be criticized
6836,,can be deduced,consequence / result,,,,,,,9,1,9,NULL,** deduced
4136,,can be divided into,navigation,,,,,,,15,0,15,NULL,NULL
5520,,can be due to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* be due to
Sep13,,can be effective in,core/salient,,,,,,,6,,,,
4761,,can be explained as,explanations / definitions,,,,,,,20,1,20,NULL,NULL
7065,,can be explained by,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,can be explained * by
6674,,can be found in,core/salient,,,,,,,6,1,6,,NULL
4944,,can be related to,conclusion,,,,,,,21,1,21,NULL,* be related to
Sep13,,can be seen,core/salient,,,,,,,6,,,,
4946,,can be seen as,conclusion,conclusion,,,,,,21,1,13,,* be seen as
338,,can be seen as a continuum,core/salient,,,,,,,6,1,6,,NULL
4947,,can be seen from,conclusion,,,,,,,21,1,21,NULL,* be seen from
4138,,can be seen in,core/salient,,,,,,,6,1,13,,NULL
4948,,can be seen to,conclusion,,,,,,,21,1,21,NULL,* be seen to
4137,,can be sorted into,navigation,,,,,,,15,0,15,NULL,* be sorted into
5705,,can be summarized,summary,summary,,,,,,7,1,7,NULL,* be summarized
3172,,can be summarized by,summary,summary,,,,,,7,1,7,NULL,* be summarized by
3173,,can be summed up in,summary,summary,,,,,,7,1,7,NULL,* be summed up in
7533,,can be tested,core/salient,,,,,,,6,1,6,,** tested
Sep13,,can be used,recommendation ,,,,,,,31,,,,
6390,,can be used to,core/salient,,,,,,,6,1,13,,NULL
341,,can benefit from,core/salient,,,,,,,6,1,13,,NULL
342,,can best be,core/salient,,,,,,,6,1,6,,NULL
3432,,can cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* cause
3217,,can contribute to,contribution,,,,,,,8,1,8,NULL,* contribute% to
344,,can generally be,core/salient,,,,,,,6,1,6,,NULL
6615,,can help you to,contribution,,,,,,,8,1,8,NULL,can help * to
Sep13,,can only be inferred,conclusion,,,,,,,21,,,,
6300,,can refer to,explanations / definitions,,,,,,,20,1,20,NULL,NULL
Sep13,,can safely be assumed,assumption,assumption,,,,,,28,,,,
345,,can see,core/salient,,,,,,,6,0,6,,NULL
4949,,can see from the data that,conclusion,conclusion,,,,,,21,1,21,NULL,* be seen from the * that
Sep13,,can see in the,core/salient,,,,,,,6,,,,
346,,can treat,core/salient,,,,,,,6,0,6,,NULL
7303,,can turn into,core/salient,,,,,,,6,1,13,,NULL
7356,,can yield,core/salient,,,,,,,6,1,6,,* yield
Sep13,,can't,core/salient,,,,,,,6,,,,
Sep13,,Cancelled,core/salient,,,,,,,6,,,,
347,,cannot,core/salient,,,,,,,6,1,6,,NULL
Sep13,,cannot be,core/salient,,,,,,,6,,,,
7294,,cannot be explained,conclusion,conclusion,,,,,,21,1,21,NULL,cannot be * explained
7295,,cannot be explained by,conclusion,conclusion,,,,,,21,1,21,NULL,cannot be * explained by
349,,cannot be generalized,limitation,,"if appears in Discussion or 
conclusion sections",,,,,5,1,21,NULL,NULL
350,,cannot be made with certainty,core/salient,,,,,,,6,1,13,,NULL
351,,cannot be taken as evidence,conclusion,conclusion,,,,,,21,1,21,NULL,* be taken as evidence
6725,,cannot conclude,conclusion,,,,,,,21,1,21,NULL,NULL
3698,,cannot of course claim,core/salient,,,,,,,6,1,13,,NULL
4950,,cannot prove that,conclusion,conclusion,,,,,,21,1,21,NULL,* prove that
352,,cannot rely on,core/salient,,,,,,,6,1,13,,NULL
5270,,capabilities,core/salient,,,,,,,6,0,6,,NULL
5269,,capability,core/salient,,,,,,,6,0,6,,NULL
Sep13,,capable,core/salient,,,,,,,6,,,,
5295,,capable of,core/salient,,,,,,,6,1,6,,NULL
353,,capacity,core/salient,,,,,,,6,1,6,,NULL
6068,,capture,core/salient,,,,,,,6,1,6,,NULL
3699,,careful,core/salient,,,,,,,6,1,13,,NULL
7598,,careful analysis,core/salient,,,,,,,6,1,6,,NULL
Sep13,,careful to,core/salient,,,,,,,6,,,,
Sep13,,carefully,core/salient,,,,,,,6,,,,
Sep13,,careless,core/salient,,,,,,,6,,,,
7454,,case studies,core/salient,,,,,,,6,1,6,,NULL
7344,,case studies show that,conclusion,,,,,,,21,1,21,NULL,case studies ** show% that
6064,,cases of,core/salient,,,,,,,6,1,6,,cases of **
6555,,catalyst,core/salient,,,,,,,6,1,6,,catalyst%
Sep13,,catalyst for,core/salient,,,,,,,6,,,,
7171,,categories of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,categorise,core/salient,,,,,,,6,,,,
Sep13,,categorize,core/salient,,,,,,,6,,,,
Sep13,,categorized as,core/salient,,,,,,,6,,,,
Sep13,,category,core/salient,,,,,,,6,,,,
5315,,causal,core/salient,,,,,,,6,1,6,,NULL
354,,causal link,core/salient,,,,,,,6,1,6,,NULL
355,,causal link between,core/salient,,,,,,,6,1,6,,NULL
5316,,causal relationship,conclusion,conclusion,,,,,,21,1,6,,causal relationship%
3435,,cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3398,,cause of,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,** cause of
356,,cause to become,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,cause% ** to become
3439,,caused,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3530,,caused by,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3437,,causes,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3361,,causes of,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,causes of
3441,,causing,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3442,,causing it to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
3443,,causing them to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,causing * to
357,,caution,core/salient,,,,,,,6,1,6,,NULL
Sep13,,caution is warranted,limitation,,"if appears in Discussion or 
conclusion sections",,,,,6,,,,
Sep13,,caution must be used,limitation,,"if appears in Discussion or 
conclusion sections",,,,,6,,,,
6965,,caution that,core/salient,,,,,,,6,1,6,,NULL
Sep13,,Caveat,core/salient,,,,,,,6,,,,
7056,,caveats,core/salient,,,,,,,6,1,6,,caveat%
Sep13,,cease,core/salient,,,,,,,6,,,,
Sep13,,ceiling,core/salient,,,,,,,6,,,,
358,,center,core/salient,,,,,,,6,1,6,,NULL
359,,center around,attention flagger,,,,,,,29,1,6,,NULL
360,,center mainly on,attention flagger,,,,,,,29,1,6,,NULL
6052,,center of,attention flagger,,,,,,,29,1,6,,NULL
362,,center round,attention flagger,,,,,,,29,1,6,,NULL
363,,central,core/salient,,,,,,,6,1,6,,NULL
4246,,central aim of this research is to,purpose - own,,deictic work ref,,,,,23,1,23,NULL,* aim% of this ** to
364,,central focus,attention flagger,,,,,,,29,1,6,,NULL
7390,,central focus of this …was,summary,summary,,only if sentence is in past tense,,,,7,1,7,NULL,NULL
5350,,central for,core/salient,,,,,,,6,1,6,,NULL
,,central issue,problem statement,,,if in introduction section,,,,30,,,,
365,,central issue,attention flagger,,,,,,,29,1,6,,NULL
366,,central issue in,core/salient,,,,,,,6,1,6,,NULL
368,,central issue related to,core/salient,,,,,,,6,1,6,,central issue% related to
369,,central issues related to,core/salient,,,,,,,6,1,6,,central issues related to
371,,central role of,core/salient,,,,,,,6,1,6,,central role of ** is
372,,central to,core/salient,,,,,,,6,1,6,,NULL
373,,central to our understanding of,contribution,,,,,,,8,1,8,NULL,central to ** understanding of
Sep13,,centralized,core/salient,,,,,,,6,,,,
374,,certain,core/salient,,,,,,,6,1,6,,NULL
3788,,certain that,core/salient,,,,,,,6,1,13,,NULL
Sep13,,certainly,core/salient,,,,,,,6,,,,
6553,,certainly not,core/salient,,,,,,,6,1,6,,NULL
375,,certainly not the case,attention flagger,,,,,,,29,1,13,,NULL
376,,certainty,core/salient,,,,,,,6,1,6,,NULL
273,,challeged,core/salient,,,,,,,6,1,6,,NULL
377,,challenge,core/salient,,,,,,,6,1,6,,NULL
378,,challenge for,core/salient,,,,,,,6,1,6,,NULL
379,,challenge for future research,core/salient,,,,,,,6,1,6,,challenge% for future research
380,,challenge of,core/salient,,,,,,,6,1,6,,NULL
,,central issue,core/salient,,,,,,,6,,,,
,,challenge remains,limitation ,,if in discussion or conclusion section,,,,,6,,,,
,,challenge remains,core/salient,,,,,,,6,,,,
381,,challenge remains,problem statement,,if appears in intro,,,,,30,1,6,,NULL
382,,challenge the,core/salient,,,,,,,6,1,6,,challenge%
383,,challenge the conclusions,core/salient,,,,,,,6,1,6,,NULL
384,,challenge to,core/salient,,,,,,,6,1,6,,NULL
5775,,challenged,core/salient,,,,,,,6,1,6,,NULL
6769,,challenges,core/salient,,,,,,,6,1,6,,challenge%
6411,,challenging,core/salient,,,,,,,6,1,6,,NULL
385,,chance,core/salient,,,,,,,6,1,6,,NULL
386,,chances,core/salient,,,,,,,6,1,6,,NULL
387,,chances are reduced,conclusion,conclusion,,,,,,21,1,6,,NULL
388,,chances of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,change,core/salient,,,,,,,6,,,,
5308,,changed,consequence / result,,,,,,,9,1,9,NULL,change%
7502,,changes,core/salient,,,,,,,6,1,6,,change%
5790,,changes in,core/salient,,,,,,,6,1,6,,NULL
Sep13,,changing,core/salient,,,,,,,6,,,,
6680,,chapter,navigation,,,,,,,15,0,15,NULL,NULL
4297,,chapter consists of,navigation,,,,,,,15,0,15,NULL,NULL
4354,,chapter then closes with,navigation,,,,,,,15,0,15,NULL,NULL
4304,,chapter will describe,navigation,,,,,,,15,0,15,NULL,* will describe
6681,,chapters,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,characterisation,core/salient,,,,,,,6,,,,
390,,characterise,core/salient,,,,,,,6,1,6,,NULL
5266,,characteristic of,core/salient,,,,,,,6,1,6,,characteristic% of
7455,,characteristics,core/salient,,,,,,,6,1,6,,characteristic%
Sep13,,characterization,core/salient,,,,,,,6,,,,
391,,characterize,core/salient,,,,,,,6,1,6,,NULL
Sep13,,characterized by,core/salient,,,,,,,6,,,,
6840,,chart,navigation,,,,,,,15,0,15,NULL,NULL
4573,,cheaper,core/salient,,,,,,,6,1,13,,NULL
Sep13,,check,core/salient,,,,,,,6,,,,
Sep13,empirical ,chi-square,core/salient,,,,,,,6,,,,
392,,choice,core/salient,,,,,,,6,0,6,,choice%
6398,,choices,core/salient,,,,,,,6,0,6,,choice%
Sep13,,choose,core/salient,,,,,,,6,,,,
Sep13,,choose to,core/salient,,,,,,,6,,,,
5963,,chose,core/salient,,,,,,,6,0,6,,NULL
5975,,chosen,core/salient,,,,,,,6,0,6,,NULL
6450,,circumstances,core/salient,,,,,,,6,0,6,,NULL
393,,circumvent,core/salient,,,,,,,6,1,6,,circumvent%
394,,circumvent the need,core/salient,,,,,,,6,1,6,,NULL
395,,circumvent the need for,core/salient,,,,,,,6,1,6,,NULL
4908,,circumvents the need,core/salient,,,,,,,6,1,13,,circumvent% the need
Sep13,,cited,reporting,,,,,,,18,,,,
396,,claim,core/salient,,,,,,,6,1,6,,claim%
7237,,claim that,change in direction,,,,,,,16,1,16,NULL,NULL
4601,,claimed,reporting,,,,,,,18,1,18,NULL,NULL
4602,,claimed that,reporting,,,,,,,18,1,18,NULL,claim% that
397,,claims,core/salient,,,,,,,6,1,6,,NULL
Sep13,,claims of,core/salient,,,,,,,6,,,,
4395,,claims to,core/salient,,,,,,,6,1,6,,claim% to
398,,clarification,core/salient,,,,,,,6,0,6,,NULL
399,,clarification of,core/salient,,,,,,,6,1,6,,NULL
400,empirical ,clarification of the relationship between,contribution,,if in discussion or conclusion section,"if contains self ref, deictic work ref, or ""you""",,,,6,1,8,NULL,NULL
Sep13,,clarified,core/salient,,,,,,,6,,,,
401,,clarify,core/salient,,,,,,,6,1,6,,NULL
,,clarification of the relationship between,core/salient,,,,,,,6,,,,
402,empirical ,clarify the relationship between,purpose - own,purpose own ,self ref and/or deictic work ref,self ref plus deictic ,,,,23,1,23,NULL,NULL
Sep13,,clash,core/salient,,,,,,,6,,,,
Sep13,,clashes,core/salient,,,,,,,6,,,,
403,,classic,core/salient,,,,,,,6,0,6,,NULL
404,,classic problem,core/salient,,,,,,,6,1,6,,NULL
405,,classic study,core/salient,,,,,,,6,1,6,,classic study ** remains
7603,,classification,core/salient,,,,,,,6,1,6,,classification
1415,,classified,core/salient,,,,,,,6,1,6,,NULL
Sep13,,classified as,core/salient,,,,,,,6,,,,
406,,classify,core/salient,,,,,,,6,1,6,,NULL
407,,classify into,core/salient,,,,,,,6,1,6,,NULL
Sep13,,clean,core/salient,,,,,,,6,,,,
408,,clear,core/salient,,,,,,,6,1,6,,NULL
1441,,clear whether,core/salient,,,,,,,6,1,6,,NULL
412,,clear-cut,core/salient,,,,,,,6,1,6,,NULL
413,,clearer,core/salient,,,,,,,6,1,6,,NULL
414,,clearest,core/salient,,,,,,,6,1,6,,NULL
415,,clearly,core/salient,,,,,,,6,1,6,,NULL
4952,,clearly reveals that,conclusion,conclusion,,,,,,21,1,21,NULL,clearly reveal% that
Sep13,,clinical trials,core/salient,,,,,,,6,,,,
416,,close,core/salient,,,,,,,6,0,6,,NULL
7491,,close examination,core/salient,,,,,,,6,1,6,,NULL
Sep13,,close relation between,core/salient,,,,,,,6,,,,
Sep13,,close relations between,core/salient,,,,,,,6,,,,
417,,close the gaps,core/salient,,,,,,,6,1,6,,NULL
418,,close the gaps between,core/salient,,,,,,,6,1,6,,NULL
419,,close to,core/salient,,,,,,,6,1,6,,NULL
420,,close to (digit) times as many,core/salient,,,,,,,6,1,6,,close to * times as many
421,,close to zero,core/salient,,,,,,,6,1,6,,NULL
6197,,closely,core/salient,,,,,,,6,1,6,,closely **
422,,closely related to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,closer scrutiny of,core/salient,,,,,,,6,,,,
Sep13,,closer to,core/salient,,,,,,,6,,,,
Sep13,,closest,core/salient,,,,,,,6,,,,
Sep13,,clustering of,core/salient,,,,,,,6,,,,
541,empirical ,co-occurrence of,core/salient,,,,,,,6,1,6,,NULL
542,empirical ,co-occurs with,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,co-ocurrence,core/salient,,,,,,,6,,,,
5170,empirical ,co-variates,core/salient,,,,,,,6,1,6,,NULL
6082,empirical ,co-vary with,core/salient,,,,,,,6,1,6,,NULL
7639,,coefficients,core/salient,,,,,,,6,1,6,,NULL
5999,empirical ,Cohen's f,core/salient,,,,,,,6,1,6,,NULL
3701,,coherent,core/salient,,,,,,,6,1,13,,NULL
424,,cohesive,core/salient,,,,,,,6,1,6,,NULL
Sep13,,coincide,core/salient,,,,,,,6,,,,
6823,,coincided,core/salient,,,,,,,6,1,6,,coincide%
Sep13,,coincidental,core/salient,,,,,,,6,,,,
Sep13,,coincidentally,core/salient,,,,,,,6,,,,
Sep13,,collapse,core/salient,,,,,,,6,,,,
Sep13,,collect,core/salient,,,,,,,6,,,,
Sep13,,combatting,core/salient,,,,,,,6,,,,
425,,combination,core/salient,,,,,,,6,1,6,,NULL
7124,,combination of,core/salient,,,,,,,6,1,6,,NULL
7186,,combine,core/salient,,,,,,,6,1,6,,NULL
426,,combined with,core/salient,,,,,,,6,1,6,,NULL
Sep13,,combines,core/salient,,,,,,,6,,,,
6188,,combining,core/salient,,,,,,,6,1,6,,NULL
3444,,come from,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
428,,come partly from,cause/reason,,,,,,,10,1,6,,NULL
4953,,come to the conclusion that,conclusion,,,,,,,21,1,21,NULL,NULL
3445,,comes from,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
4716,,comes from a word that means,explanations / definitions,,,,,,,20,1,20,NULL,NULL
4603,,commented that,reporting,,,,,,,18,1,18,NULL,comment% that
430,,common,core/salient,,,,,,,6,0,6,,NULL
431,,common assumption,assumption,,,,,,,28,1,6,,common assumption%
7248,,common assumption is that,assumption,,,,,,,28,1,13,,common assumption% * that
3446,,common cause of,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* cause% of
Sep13,,common with,core/salient,,,,,,,6,,,,
Sep13,,common with most,core/salient,,,,,,,6,,,,
433,,commonly,core/salient,,,,,,,6,1,6,,NULL
4763,,commonly characterised as,explanations / definitions,,,,,,,20,1,20,NULL,NULL
3678,,commonly considered,core/salient,,,,,,,6,1,6,,NULL
434,,commonly considered to be,core/salient,,,,,,,6,1,6,,NULL
3790,,commonly thought that,core/salient,,,,,,,6,1,6,,NULL
Sep13,,compact,core/salient,,,,,,,6,,,,
5626,,comparable,comparison,,,,,,,17,1,17,NULL,NULL
4485,,comparable to,comparison,,,,,,,17,1,17,NULL,NULL
4470,,comparable with,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,comparatively,comparison,,,,,,,17,,,,
Sep13,,compare,comparison,,,,,,,17,,,,
Sep13,,compare the,comparison,,,,,,,17,,,,
4501,,compare with,comparison,,,,,,,17,1,17,NULL,compare% * with
4497,,compared across,comparison,,,,,,,17,1,17,NULL,NULL
4498,,compared to,comparison,,,,,,,17,1,17,NULL,NULL
4499,,compared with,comparison,,,,,,,17,1,17,NULL,NULL
5740,,compares to,comparison,,,,,,,17,1,17,NULL,NULL
5490,,comparing,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,comparing the likelihoods of,comparison,,,,,,,17,,,,
4458,,comparison,comparison,,,,,,,17,1,17,NULL,comparison%
4505,,comparison between,comparison,,,,,,,17,1,17,NULL,comparison% between
Sep13,empirical ,comparison group,core/salient,,,,,,,6,,,,
Sep13,,comparison to,comparison,,,,,,,17,,,,
4502,,comparisons,comparison,,,,,,,17,1,17,NULL,NULL
6113,,comparisons of,comparison,,,,,,,17,1,17,NULL,NULL
6114,,comparitive,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,compatibility with,core/salient,,,,,,,6,,,,
6350,,compatible,core/salient,,,,,,,6,1,6,,NULL
437,,compelling,core/salient,,,,,,,6,0,6,,NULL
438,,compelling argument,core/salient,,,,,,,6,1,6,,NULL
439,,compellingly,core/salient,,,,,,,6,1,6,,NULL
6415,,compensate,core/salient,,,,,,,6,1,6,,compensate%
7035,,compensate for,core/salient,,,,,,,6,1,6,,NULL
6751,,compensation,core/salient,,,,,,,6,1,6,,NULL
Sep13,,compensatory,core/salient,,,,,,,6,,,,
7136,,compete,core/salient,,,,,,,6,0,6,,NULL
Sep13,,competing,core/salient,,,,,,,6,,,,
Sep13,,competition,core/salient,,,,,,,6,,,,
Sep13,,competitive,core/salient,,,,,,,6,,,,
440,,complement,core/salient,,,,,,,6,1,6,,complement%
7174,,complementary,core/salient,,,,,,,6,1,6,,NULL
442,,complete,core/salient,,,,,,,6,1,6,,NULL
Sep13,,completed,core/salient,,,,,,,6,,,,
443,,completely,core/salient,,,,,,,6,1,6,,NULL
445,,completely different aspect of,core/salient,,,,,,,6,1,6,,NULL
4506,,completely different from,comparison,,,,,,,17,1,17,NULL,NULL
5966,,completion,core/salient,,,,,,,6,1,6,,NULL
3702,,complex,core/salient,,,,,,,6,1,13,,NULL
447,,complexity,core/salient,,,,,,,6,1,6,,NULL
Sep13,,complication,core/salient,,,,,,,6,,,,
Sep13,,complications,core/salient,,,,,,,6,,,,
Sep13,,complications arise,conclusion,,,,,,,21,,,,
Sep13,,component,core/salient,,,,,,,6,,,,
448,,component in,core/salient,,,,,,,6,0,6,,NULL
449,,component of,core/salient,,,,,,,6,0,6,,NULL
6263,,components,core/salient,,,,,,,6,0,6,,component%
Sep13,,compose,core/salient,,,,,,,6,,,,
450,,composed of,core/salient,,,,,,,6,0,6,,NULL
451,,compound,core/salient,,,,,,,6,0,6,,compound%
452,,compounded,core/salient,,,,,,,6,1,6,,NULL
453,,compounded by,core/salient,,,,,,,6,1,6,,NULL
6770,,compounds,core/salient,,,,,,,6,1,6,,compound%
454,,comprehensive,core/salient,,,,,,,6,0,6,,NULL
455,,comprehensively,core/salient,,,,,,,6,0,6,,NULL
Sep13,,comprise,core/salient,,,,,,,6,,,,
456,,comprised,core/salient,,,,,,,6,0,6,,comprised
457,,comprised of,core/salient,,,,,,,6,0,6,,NULL
5473,,compromised to some extent,core/salient,,,,,,,6,1,13,,compromised to some extent
Sep13,,compute,core/salient,,,,,,,6,,,,
5534,,computed,core/salient,,,,,,,6,0,6,,NULL
6443,,conceal,core/salient,,,,,,,6,1,6,,conceal%
Sep13,,conceivably,conclusion,,,,,,,21,,,,
Sep13,,conceived,core/salient,,,,,,,6,,,,
Sep13,,concentrate,core/salient,,,,,,,6,,,,
459,,concentrate on,core/salient,,,,,,,6,1,6,,concentrate% on
458,,concentrated,core/salient,,,,,,,6,1,6,,concentrated
4259,,concentrates on,core/salient,,,,,,,6,1,6,,concentrate% on
460,,concentrates primarily on,core/salient,,,,,,,6,1,6,,concentrate% * on
6139,,concentration,core/salient,,,,,,,6,1,6,,NULL
462,,concept,core/salient,,,,,,,6,0,6,,concept%
5746,,concept of,core/salient,,,,,,,6,1,6,,concept% of
